id,mean_year_price_p2_var,mean_year_price_p3_var,mean_year_price_p1_fix,mean_year_price_p2_fix,mean_year_price_p3_fix,mean_year_price_p1,mean_year_price_p2,mean_year_price_p3
0002203ffbb812588b632b9e628cc38d,0.10379374999999998,0.07316033333333331,40.70173239999999,24.421038480000004,16.280693919999994,40.82607081666666,24.524832230000005,16.353854253333328
0004351ebdd665e6ee664792efc4fd13,0.0,0.0,44.38545036,0.0,0.0,44.53187686,0.0,0.0
0010bcc39e42b3c2131ed2ce55246e3c,0.0,0.0,45.319709960000004,0.0,0.0,45.501268460000006,0.0,0.0
0010ee3855fdea87602a5b7aba8e42de,0.09829241666666667,0.06903200000000002,40.64742749999999,24.38845514,16.258971359999993,40.76618458333333,24.486747556666668,16.328003359999993
00114d74e963e47177db89bc70108537,0.0,0.0,44.26693035999998,0.0,0.0,44.414856193333314,0.0,0.0
00126c87cf78d7604278f0a9adeb689e,0.09941733333333334,0.07030425000000001,40.66100349999999,24.39660114,16.264402359999995,40.780809999999995,24.496018473333336,16.334706609999994
0013f326a839a2f6ad87a1859952d227,0.10554191666666667,0.07492066666666665,40.728885,24.437330040000003,16.291554959999996,40.85496091666666,24.54287195666667,16.366475626666663
00184e957277eeef733a7b563fdabd06,0.0,0.0,44.26693035999998,0.0,0.0,44.41456769333332,0.0,0.0
001987ed9dbdab4efa274a9c7233e1f4,0.10229041666666665,0.07303050000000001,40.647427199999996,24.388455360000005,16.258971839999997,40.770182783333325,24.49074577666667,16.33200234
0019baf3ed1242cd99b3cb592030446f,0.0,0.0,57.96193036000002,0.0,0.0,58.22937961000002,0.0,0.0
001cb880d847a0b63b404a48e50aec17,0.0,0.0,44.37063526,0.0,0.0,44.51573384333334,0.0,0.0
001cd16732dc7d5bdf46b0d49996c271,0.0,0.0,45.18915386,0.0,0.0,45.36152286,0.0,0.0
001dc71143f45cb58aaccc2e94823c5a,0.0,0.0,44.35582046000001,0.0,0.0,44.50312829333335,0.0,0.0
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,0.0,0.0,44.37063536,0.0,0.0,44.52054861,0.0,0.0
002b3009d069858b471918402fb237b7,0.09251408333333334,0.065678,59.17346796000001,36.490688999999996,8.367731039999999,59.27751237666668,36.58320308333333,8.433409039999999
002d70a2bdf9cf62f10d1efbea890f69,0.0,0.0,44.35582026,0.0,0.0,44.504369843333336,0.0,0.0
002dc7935f7b6f855aaa3d1bd242ab9a,0.10017191666666665,0.07084800000000001,40.728885,24.437330040000003,16.291554959999996,40.84956758333333,24.53750195666667,16.362402959999997
0030bd55614c2c5e693e04b64faa6445,0.08611425,0.0,44.35582046000001,0.0,0.0,44.52361762666668,0.08611425,0.0
003742573bb97760793ced15e3e11745,0.0,0.0,44.463226959999986,0.0,0.0,44.61318045999999,0.0,0.0
003cb4fdda941fb84bcd2be9af683254,0.0,0.0,44.26693045999999,0.0,0.0,44.41632229333332,0.0,0.0
003e7fcd19e10f5114c29ce4a6997ba0,0.0,0.0,44.883450360000005,0.0,0.0,45.041121360000005,0.0,0.0
003fb333060c256bff67d8d550bff1fa,0.10218499999999997,0.07277766666666667,40.63385149999999,24.380309139999998,16.25354035999999,40.756577083333326,24.482494139999996,16.32631802666666
00420fc2b6ede48ec7e941c769a6a840,0.10073649999999999,0.07133016666666668,40.63385149999999,24.380309139999998,16.25354035999999,40.75512899999999,24.481045639999998,16.324870526666658
0042d28bd6161dad1212cbafef43d147,0.10485641666666667,0.07574391666666667,40.66100349999999,24.39660114,16.264402359999995,40.786249666666656,24.50145755666667,16.340146276666662
00443249897e23b636e6ba1ed6bfdb2a,0.0,0.0,44.38545036,0.0,0.0,44.53307519333333,0.0,0.0
00459ffab7bbdf775a4f8c4c54cd0647,0.09853208333333331,0.05963308333333333,41.31855916,20.364441700000004,13.576295799999997,41.44441357666667,20.462973783333336,13.63592888333333
004c8f9b38dd23ec22a8c88201cb359e,0.0,0.0,44.32619036,0.0,0.0,44.471145193333335,0.0,0.0
004d6fbd40fdd503a1a8f30f11613d3c,0.08451041666666666,0.0,44.296560359999994,0.0,0.0,44.462441693333325,0.08451041666666666,0.0
004eab8ff1db6804baa4742a47441dc3,0.10701991666666667,0.07681424999999999,40.62121419999999,24.38939184,16.273483059999997,40.748566033333326,24.496411756666664,16.35029731
0050ff8eebddf354344ac124c6c95217,0.0,0.0,44.296560459999995,0.0,0.0,44.443060876666664,0.0,0.0
00595ac27c3d569792525d9a8152ac28,0.0,0.0,44.400265260000005,0.0,0.0,44.55147534333334,0.0,0.0
005a1ca83d28ef9fe6b50db90fab2e6a,0.08770625,0.0,44.35582046000001,0.0,0.0,44.525208626666675,0.08770625,0.0
005e67ff54e6efe38addb10c386a9ed8,0.0,0.0,44.296560259999985,0.0,0.0,44.445085259999985,0.0,0.0
0060e975b0d00bfe39fd2da5a36aefe9,0.08445525,0.0,44.26693045999999,0.0,0.0,44.43270112666666,0.08445525,0.0
0061281c2a507ec6f448e4710fc23c61,0.0,0.0,44.26693045999999,0.0,0.0,44.41768829333332,0.0,0.0
0066e1989bb69201a52a109ff68cb700,0.10072833333333335,0.07052083333333332,40.57954749999999,24.347725139999998,16.231816359999996,40.70060783333332,24.44845347333333,16.30233719333333
0067e39cb3da161ee6b1652ffc3ab247,0.1027124166666666,0.07322983333333334,40.728885,24.437330040000003,16.291554959999996,40.8521905,24.54004245666667,16.364784793333328
006aa187782c3b5adfb2f866df8efd6a,0.0,0.0,44.32619036,0.0,0.0,44.474352859999996,0.0,0.0
006e3fba0c72834b3950b1940b592dda,0.09938158333333334,0.07048316666666665,40.56597149999999,24.339579139999998,16.22638536,40.68541458333332,24.43896072333333,16.296868526666664
007126a976062d074f0bc063dcc40772,0.0,0.0,44.26693035999998,0.0,0.0,44.41763085999998,0.0,0.0
00712a82ee7702fb3e3abace2ba58daa,0.10485641666666667,0.07574391666666667,40.66100349999999,24.39660114,16.264402359999995,40.786249666666656,24.50145755666667,16.340146276666662
007366595913874291f68fec31370eeb,0.08826774999999996,0.0,44.26693045999999,0.0,0.0,44.436928626666656,0.08826774999999996,0.0
00741d1795e23f627bb7e8246c410cb3,0.0,0.0,44.26693035999998,0.0,0.0,44.46674219333332,0.0,0.0
0075ba4dfe5a3515c59d2ce3222a32b8,0.12724958333333333,0.08973116666666668,40.939198440000006,24.69652008,16.575181289999996,41.09275635666667,24.823769663333334,16.664912456666663
00761154b6c4c736a000c84e6e487a02,0.10207233333333332,0.06740491666666665,40.943516179999996,22.374982569999997,14.935173379999997,41.06912343,22.47705490333333,15.002578296666663
007a80f8808fdc58e43ff5550a39dc62,0.0,0.0,44.694709960000004,0.0,0.0,44.846034460000006,0.0,0.0
007c9311c0728c2f8de9b85f85947647,0.0,0.0,44.26693035999998,0.0,0.0,44.42716335999998,0.0,0.0
0082e565c1298cbe9cf70e96f571e4fa,0.0,0.0,44.26693035999998,0.0,0.0,44.415159693333315,0.0,0.0
0082e856036f1ee2cb21b110dcea2950,0.10357891666666665,0.07417158333333333,40.63385149999999,24.380309139999998,16.25354035999999,40.75797099999999,24.483888056666665,16.327711943333323
008639281430debb1b4faceeb0c4c3f4,0.0,0.0,44.436375459999994,0.0,0.0,44.58356145999999,0.0,0.0
0088f2a16e21e31f1474a2b3be3f673d,0.007123583333333333,0.0,44.32619026,0.0,0.0,44.47585709333333,0.007123583333333333,0.0
008e9867a90fb37bebad0a328d519931,0.1021319166666666,0.07264933333333333,40.728885,24.437330040000003,16.291554959999996,40.85161,24.53946195666667,16.36420429333333
009416f8e153be4bf2540d52f7f6f134,0.09540608333333332,0.07081666666666667,59.01567351000002,36.3933792,8.345417839999998,59.122472593333356,36.48878528333333,8.416234506666665
0096906bea10664463b8c147a5f3bf58,0.0,0.0,44.400265260000005,0.0,0.0,44.54956059333334,0.0,0.0
0096fe1dcaf12a9dd55cfd4e1e6f4dac,0.0,0.0,44.37063526,0.0,0.0,44.519319843333335,0.0,0.0
009c4f0e98c8dc8bd69f318724b2f1d5,0.10701991666666667,0.07681424999999999,40.57954749999999,24.347725139999998,16.231816359999996,40.706899333333325,24.454745056666663,16.308630609999998
009e06998bb9469df8b49c14c72b23ad,0.08633858333333333,0.0,44.38545036,0.0,0.0,44.55345069333333,0.08633858333333333,0.0
009f006f8dac72459c881e8599f6ad75,0.10090316666666661,0.067322,40.96941687999999,22.36830275,14.912203299999996,41.09387387999999,22.469205916666667,14.979525299999997
